BUY,558.25,557.890893
STOPLOSS SELL,507.4,508.283318
BUY,549.75,549.45446
SELL,564.7,565.248473
BUY,568.25,567.976628
SELL,574.0,574.004152
BUY,580.55,580.216665
SELL,582.75,582.926898
BUY,578.15,578.017365
SELL,580.0,580.134067
BUY,611.3,611.188335
SELL,612.7,613.291511
BUY,602.55,602.465638
SELL,584.8,584.918271
BUY,539.55,539.410309
SELL,547.75,548.190957
BUY,535.85,535.36548
SELL,541.75,542.213333
BUY,550.0,549.940616
SELL,542.0,542.047099
BUY,537.25,537.175406
SELL,540.65,540.70194
BUY,528.75,528.592815
SELL,532.15,532.218989
BUY,502.45,502.126502
SELL,503.45,503.560738
BUY,495.45,495.428465
SELL,501.5,501.919801
BUY,465.65,465.279127
SELL,490.0,490.290506
BUY,503.05,502.818625
SELL,508.45,508.59127
BUY,506.85,506.697883
SELL,508.8,509.211902
BUY,505.95,505.690741
SELL,495.6,495.752537
BUY,495.0,494.979824
SELL,487.8,488.230869
BUY,482.55,482.479947
SELL,476.6,476.781231
BUY,453.1,452.711867
SELL,442.7,442.960052
BUY,471.0,470.828105
SELL,477.55,477.969068
BUY,466.9,466.814106
SELL,469.4,469.464767
BUY,451.8,451.597285
SELL,462.55,462.94347
BUY,461.0,460.919398
SELL,464.7,464.711303
BUY,467.4,466.942866
SELL,471.6,471.894815
BUY,461.6,461.40289
SELL,461.9,462.273265
BUY,444.95,444.81457
SELL,436.4,436.546843
BUY,427.3,427.164041
SELL,412.3,412.312561
BUY,411.15,411.013586
SELL,401.15,401.327453
BUY,400.6,400.55767
SELL,400.0,400.125392
BUY,410.6,410.525951
SELL,413.1,413.159672
BUY,409.35,409.0254
SELL,419.55,419.914545
BUY,402.0,401.953207
SELL,405.35,405.57073
BUY,421.8,421.645459
SELL,423.8,423.889232
BUY,400.5,400.136908
SELL,356.8,356.933851
BUY,354.35,354.328394
SELL,357.0,357.071883
BUY,357.0,356.923074
SELL,361.8,361.911892
BUY,352.35,352.055129
SELL,354.35,354.571477
BUY,350.65,350.307111
SELL,319.05,319.175899
BUY,321.35,321.114107
SELL,320.6,320.789614
BUY,325.1,324.784231
SELL,321.6,321.772271
BUY,320.95,320.792988
SELL,304.0,304.258174
BUY,304.15,304.079116
SELL,301.35,301.525433
BUY,304.35,304.084378
SELL,302.65,302.860615
BUY,305.6,305.489422
SELL,306.35,306.512541
BUY,296.7,296.427235
SELL,298.45,298.726639
BUY,296.95,296.775808
SELL,301.45,301.736497
BUY,299.35,299.160826
SELL,290.35,290.37467
BUY,283.05,282.873411
SELL,279.5,279.562502
BUY,281.8,281.571968
SELL,283.9,284.025314
BUY,282.25,282.08025
SELL,285.55,285.678682
BUY,252.0,251.850646
SELL,254.5,254.630399
BUY,249.05,248.835323
SELL,250.0,250.235521
BUY,249.95,249.788552
SELL,245.3,245.441573
BUY,245.2,245.179933
SELL,230.9,231.00368
BUY,234.95,234.796996
SELL,234.7,234.887992
BUY,233.1,232.93685
SELL,235.75,235.882655
